file,title,identifier,author,description,subject,location,date,rights_statement,license,rights_holder,use_restrictions,language,repository,local_collection_name,local_collection_id,series_name,box_number,folder_number,has_finding_aid,workType,resource_type,format,institution,model,visibility
Ax067_b002_f003_V030_001_074.pdf,"Diary, 1923-1927 [b002] [f003] [V030] [001_074]",Ax067_b002_f003_V030_001_074,http://id.loc.gov/authorities/names/no2017006976,"American journalist and historian Herbert Cooper Thompson worked as a reported for the Associated Press in England and France during World War I and in Mexico during the Mexican Revolution from 1916 to 1918. From 1924 to 1940, he worked as a writer and observer for the American Red Cross, visiting Cuba, Puerto Rico and Europe. Collection comprises diaries, correspondence, literary manuscripts, and photographs by Thompson.|In Washington, D.C. with Red Cross, and on visits to San Francisco and New York",http://id.loc.gov/authorities/names/no2017006976|http://id.loc.gov/authorities/names/n80126183|http://id.loc.gov/authorities/subjects/sh85067435|http://id.loc.gov/authorities/subjects/sh85070736|http://id.loc.gov/authorities/subjects/sh2008122492|http://id.loc.gov/authorities/subjects/sh2003006458|http://id.loc.gov/authorities/subjects/sh85140286|http://id.loc.gov/authorities/subjects/sh85141086|http://id.loc.gov/authorities/subjects/sh85148236,https://sws.geonames.org/5744337/|https://sws.geonames.org/4140963/|https://sws.geonames.org/5391959/|https://sws.geonames.org/5128581/,1923/1927,http://rightsstatements.org/vocab/NoC-US/1.0/,http://creativecommons.org/publicdomain/mark/1.0/,University of Oregon. Libraries. Special Collections & University Archives,"Property rights reside with Special Collections & University Archives, University of Oregon Libraries. All requests for permission to publish collection materials must be submitted to Special Collections & University Archives.",http://id.loc.gov/vocabulary/iso639-2/eng,http://id.loc.gov/authorities/names/no2003116678,http://opaquenamespace.org/ns/localCollectionName/HerbertCThompsonpapers18641960,Ax 067,"Diaries, 1865-1965|H.C. Thompson, 1890-1965",2,3,https://scua.uoregon.edu/repositories/2/resources/391,http://vocab.getty.edu/aat/300027112,http://purl.org/dc/dcmitype/Text,https://w3id.org/spar/mediatype/application/pdf,http://id.loc.gov/authorities/names/n80126183,Document,open
