id,model,children,archival_object_id,has_finding_aid_1,identifier_1,institution_1,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,local_collection_id_1,repository_1,resource_type,rights_statement_1,license,subject_10,subject_11,subject_12,subject_13,subject_1,subject_2,subject_3,subject_4,subject_5,subject_6,subject_7,subject_8,subject_9,title_1,visibility,
df71fq895,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b011_BR00102,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85114250,http://id.loc.gov/authorities/subjects/sh85016829,http://id.loc.gov/authorities/subjects/sh85016890,http://id.loc.gov/authorities/subjects/sh85146781,,,,,,PH037_b011_BR00102 Angelus Studio Photographs,open,
df71zz518,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b080_R00148,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85033547,http://id.loc.gov/authorities/subjects/sh85019978,http://id.loc.gov/authorities/subjects/sh85026299,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85108620,,,,,PH037_b080_R00148 Angelus Studio Photographs,open,
ws859s04d,Image,ws859s05p,248050,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b231_B00853_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85041783,http://id.loc.gov/authorities/subjects/sh85048306,http://id.loc.gov/authorities/subjects/sh85128633,http://id.loc.gov/authorities/subjects/sh85011609,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85114555,,,,PH037_b231_B00853_print (recto),open,
df735498h,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b159_T00295_copy2,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85078812,http://id.loc.gov/authorities/subjects/sh85078097,http://id.loc.gov/authorities/subjects/sh85133951,http://id.loc.gov/authorities/subjects/sh85062160,,,,,,Lumber camp.,open,
kp78hh021,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b215_76672_print_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85128633,http://id.loc.gov/authorities/subjects/sh85017769,,,,,,,,"Moore Court Apts., SE 20th & Madison St, Portland, OR.  (verso)",open,
ws859n23s,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b225_00862_print_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85114250,http://id.loc.gov/authorities/subjects/sh85048575,http://id.loc.gov/authorities/subjects/sh85011833,,,,,,,PH037_b225_00862  (verso),open,
ws859q20c,Image,ws859q21n,251474,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b231_R00545_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85077999,http://id.loc.gov/authorities/subjects/sh85110904,http://id.loc.gov/authorities/subjects/sh85111063,http://id.loc.gov/authorities/subjects/sh85111042,http://id.loc.gov/authorities/subjects/sh85110958,,,,,PH037_b231_R00545_print (recto),open,
df7201129,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b087_S00148,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85137241,http://id.loc.gov/authorities/subjects/sh85090277,http://id.loc.gov/authorities/subjects/sh94007041,http://id.loc.gov/authorities/subjects/sh85146781,http://id.loc.gov/authorities/subjects/sh85062569,http://id.loc.gov/authorities/subjects/sh85114250,,,,PH037_b087_S00148 Angelus Studio Photographs,open,
bv73cb889,Image,bv73cb871,249302,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b222_H00164_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,,,,,,,,,PH037_b222_H00164_print (recto),open,
df71g720h,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b045_20576,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85117150,,,,,,,,PH037_b045_20576 Angelus Studio Photographs,open,
df71fq56m,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b009_AM00132,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85062160,http://id.loc.gov/authorities/subjects/sh85043973,,,,,,,,PH037_b009_AM00132 Angelus Studio Photographs,open,
df72cr44t,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b141_22871,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85063396,http://id.loc.gov/authorities/subjects/sh85065835,http://id.loc.gov/authorities/subjects/sh85105986,http://id.loc.gov/authorities/subjects/sh97005010,http://id.loc.gov/authorities/subjects/sh85063399,http://id.loc.gov/authorities/subjects/sh85046823,http://id.loc.gov/authorities/subjects/sh85138717,http://id.loc.gov/authorities/names/no2012108048,,PH037_b141_22871 Angelus Studio Photographs,open,
ws85b212x,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b234_F00041_print_copy2_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85114250,http://id.loc.gov/authorities/subjects/sh2008020108,http://id.loc.gov/authorities/subjects/sh85028740,http://id.loc.gov/authorities/subjects/sh85048866,http://id.loc.gov/authorities/subjects/sh85048686,http://id.loc.gov/authorities/subjects/sh85062160,,,,PH037_b234_F00041_print_copy2 (verso),open,
df71g972p,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b054_H00042,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85085548,http://id.loc.gov/authorities/subjects/sh85040193,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85085603,http://id.loc.gov/authorities/subjects/sh85078077,,,,,PH037_b054_H00042 Angelus Studio Photographs,open,
df738t29r,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b203_45355,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85134522,http://id.loc.gov/authorities/subjects/sh85122412,http://id.loc.gov/authorities/subjects/sh85034333,http://id.loc.gov/authorities/subjects/sh88004738,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh93000645,,,,PH037_b203_45355,open,
df71fq029,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b007_AG00431,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85114559,http://id.loc.gov/authorities/subjects/sh85047218,http://id.loc.gov/authorities/subjects/sh85020461,http://id.loc.gov/authorities/subjects/sh85146396,http://id.loc.gov/authorities/subjects/sh85010984,http://id.loc.gov/authorities/subjects/sh85144807,http://id.loc.gov/authorities/subjects/sh85146366,http://id.loc.gov/authorities/subjects/sh85136466,,PH037_b007_AG00431 Angelus Studio Photographs,open,
df738c18j,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b183_02458,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85102058,http://id.loc.gov/authorities/subjects/sh85056231,http://id.loc.gov/authorities/subjects/sh85087168,,,,,,,PH037_b183_02458,open,
bv73cb82n,Image,bv73cb83x,249300,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b222_H00149_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,,,,,,,,,Frances W. Pettygrove (recto),open,
ws85b9512,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b239_055r_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh2003000203,http://id.loc.gov/authorities/subjects/sh85107145,http://id.loc.gov/authorities/subjects/sh95006923,http://id.loc.gov/authorities/subjects/sh85097741,http://id.loc.gov/authorities/subjects/sh85048972,,,,PH037_b239_055r (verso),open,
jm215b134,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b219_28031_print_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85100163,http://id.loc.gov/authorities/subjects/sh85083510,http://id.loc.gov/authorities/subjects/sh85137241,,,,,,,PH037_b219_28031_print (verso),open,
df71g975h,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b055_H00047,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85104995,http://id.loc.gov/authorities/subjects/sh85147274,http://id.loc.gov/authorities/subjects/sh85083510,http://id.loc.gov/authorities/subjects/sh85065022,http://id.loc.gov/authorities/subjects/sh85121174,,,,,PH037_b055_H00047 Angelus Studio Photographs,open,
ws859w83p,Image,ws859w84z,255210,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b233_Z00443_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85078097,http://id.loc.gov/authorities/subjects/sh85117794,http://id.loc.gov/authorities/subjects/sh85078096,http://id.loc.gov/authorities/subjects/sh85137241,,,,,,PH037_b233_Z00443_print (recto),open,
ws859j00v,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b224_S00663_print_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh96009624,http://id.loc.gov/authorities/subjects/sh85010201,http://id.loc.gov/authorities/subjects/sh87003234,http://id.loc.gov/authorities/subjects/sh85138674,http://id.loc.gov/authorities/subjects/sh85114487,,,,,PH037_b224_S00663 (verso),open,
ws85bb19h,Image,ws85bb16p,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b239_085r,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/NoC-US/1.0/,http://creativecommons.org/publicdomain/mark/1.0/,,,,,http://id.loc.gov/authorities/subjects/sh85010201,http://id.loc.gov/authorities/subjects/sh85121770,http://id.loc.gov/authorities/subjects/sh85010377,http://id.loc.gov/authorities/subjects/sh91003988,http://id.loc.gov/authorities/subjects/sh85017769,,,,,PH037_b239_085r (recto),open,
df71fq674,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b009_AM00147,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85074030,http://id.loc.gov/authorities/subjects/sh85019638,http://id.loc.gov/authorities/subjects/sh85015159,,,,,,,PH037_b009_AM00147 Angelus Studio Photographs,open,
n870zx01m,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b226_Z01502_print_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85060365,http://id.loc.gov/authorities/subjects/sh85090277,http://id.loc.gov/authorities/subjects/sh85042589,,,,,,,Herd of Oregon elk. (verso),open,
df720172r,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b089_S00218,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85114749,http://id.loc.gov/authorities/subjects/sh87003234,http://id.loc.gov/authorities/subjects/sh85111063,,,,,,,PH037_b089_S00218 Angelus Studio Photographs,open,
bv73cb073,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b222_H00046_print_copy1_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,,,,,,,,,PH037_b222_H00046_print_copy1 (verso),open,
ws85bc018,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b239_123r_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85010201,http://id.loc.gov/authorities/subjects/sh85105203,http://id.loc.gov/authorities/subjects/sh85083510,http://id.loc.gov/authorities/subjects/sh85040193,http://id.loc.gov/authorities/subjects/sh85023418,http://id.loc.gov/authorities/subjects/sh85147274,http://id.loc.gov/authorities/subjects/sh85017769,,,PH037_b239_123r (verso),open,
df738c798,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b188_Z01031,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85074392,http://id.loc.gov/authorities/subjects/sh95003565,http://id.loc.gov/authorities/subjects/sh85083595,,,,,,,PH037_b188_Z01031,open,
df673f356,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,ORU_PH037_0480,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85016829,http://id.loc.gov/authorities/subjects/sh2003004821,http://id.loc.gov/authorities/subjects/sh85144257,http://id.loc.gov/authorities/subjects/sh94007041,http://id.loc.gov/authorities/subjects/sh85087823,http://id.loc.gov/authorities/subjects/sh85092604,http://id.loc.gov/authorities/subjects/sh85114250,http://id.loc.gov/authorities/subjects/sh85101206,,"Tall bridge across Columbia River at Hood River.  Mt. Hood, Hood River, and Hood River Valley on far side of river",open,
ws859k83t,Image,ws859k82j,245823,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b224_48083_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh96001593,http://id.loc.gov/authorities/subjects/sh85016829,http://id.loc.gov/authorities/subjects/sh85114250,,,,,,,New Sellwood Bridge (copy 1) (recto),open,
k3569c06m,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b220_32486_print_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85026130,http://id.loc.gov/authorities/subjects/sh85017769,,,,,,,,PH037_b220_32486_print (verso),open,
k35697268,Image,k3569720m,245779,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b220_01930_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85016829,http://id.loc.gov/authorities/subjects/sh85017769,,,,,,,,PH037_b220_01930_print (recto),open,
k3569b99d,Image,k3569b941,248683,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b220_02161_print_copy1,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85100163,http://id.loc.gov/authorities/subjects/sh85015159,http://id.loc.gov/authorities/subjects/sh85048830,,,,,,,Ocean-going fishing boats at Warrenton Dock. (recto),open,
k3569b321,Image,k3569b31r,243659,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b220_15057_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85002361,http://id.loc.gov/authorities/subjects/sh00006584,http://id.loc.gov/authorities/subjects/sh85047299,,,,,,,PH037_b220_15057_print (recto),open,
ws85b827s,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b238_025r_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85137241,http://id.loc.gov/authorities/subjects/sh85111063,http://id.loc.gov/authorities/subjects/sh85111077,http://id.loc.gov/authorities/subjects/sh85123684,,,,,,PH037_b238_025r (verso),open,
df71zw20v,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b071_MF00836,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/names/n87890238,http://id.loc.gov/authorities/subjects/sh85063965,http://id.loc.gov/authorities/subjects/sh85123771,http://id.loc.gov/authorities/subjects/sh85041793,http://id.loc.gov/authorities/subjects/sh85041783,,,,,PH037_b071_MF00836 Angelus Studio Photographs,open,
df720132s,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b087_S00170,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85146781,http://id.loc.gov/authorities/subjects/sh85015159,http://id.loc.gov/authorities/subjects/sh94007041,http://id.loc.gov/authorities/subjects/sh85137241,http://id.loc.gov/authorities/subjects/sh85114250,http://id.loc.gov/authorities/subjects/sh85019638,http://id.loc.gov/authorities/subjects/sh85090277,,,PH037_b087_S00170 Angelus Studio Photographs,open,
gb19fk539,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b229_LS00123_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85098618,http://id.loc.gov/authorities/subjects/sh85021286,http://id.loc.gov/authorities/subjects/sh85111368,http://id.loc.gov/authorities/subjects/sh85077784,http://id.loc.gov/authorities/subjects/sh85002415,,,,,PH037_b229_LS00123_print,open,
jm215b01b,Image,jm215885z,254988,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b219_25783_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85100163,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85078804,,,,,,,PH037_b219_25783_print (recto),open,
ws85b5852,Image,ws85b574j,249430,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b236_03455_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85049332,http://id.loc.gov/authorities/subjects/sh85018727,http://id.loc.gov/authorities/subjects/sh85105203,http://id.loc.gov/authorities/subjects/sh85083510,http://id.loc.gov/authorities/subjects/sh85147274,,,,,Sixth anniversary party Fred Meyer Consumer News KOIN.  80627  (recto),open,
ws85b996d,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b239_075r,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85105203,http://id.loc.gov/authorities/subjects/sh85111077,http://id.loc.gov/authorities/subjects/sh85034333,,,,,,,PH037_b239_075r (verso),open,
n870zt61f,Image,n870zt50x,254034,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b213_06477_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85020264,http://id.loc.gov/authorities/subjects/sh85077857,http://id.loc.gov/authorities/subjects/sh85020268,http://id.loc.gov/authorities/subjects/sh85038703,http://id.loc.gov/authorities/subjects/sh85083510,http://id.loc.gov/authorities/subjects/sh85031748,,,,PH037_b213_06477_print (recto),open,
jm2158336,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b218_27169_print_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85098119,http://id.loc.gov/authorities/subjects/sh85010201,http://id.loc.gov/authorities/subjects/sh85017769,,,,,,,"Auto Park, Klamath (verso)",open,
df720004d,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b082_S00020,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85041793,http://id.loc.gov/authorities/subjects/sh85114749,http://id.loc.gov/authorities/subjects/sh87003234,http://id.loc.gov/authorities/subjects/sh85111063,http://id.loc.gov/authorities/subjects/sh85090277,,,,,PH037_b082_S00020 Angelus Studio Photographs,open,
ws859h557,Image,ws859h52d,247821,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b224_60095_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85145251,http://id.loc.gov/authorities/subjects/sh85046823,http://id.loc.gov/authorities/subjects/sh00008427,http://id.loc.gov/authorities/subjects/sh85101228,,,,,,PH037_b224_60095 (recto),open,
df738v086,Image,,,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b205_17897_copy2,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85104183,http://id.loc.gov/authorities/subjects/sh85105203,http://id.loc.gov/authorities/subjects/sh85058931,,,,,,,"7 Portland policemen, on Harley-Davidson motorcycles. One officer standing next to them",open,
ws859q368,Image,ws859q37j,254330,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b231_SH00003_print_copy2,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,http://id.loc.gov/authorities/names/no2003116678,http://purl.org/dc/dcmitype/Image,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85114245,http://id.loc.gov/authorities/subjects/sh85127732,http://id.loc.gov/authorities/subjects/sh85077979,http://id.loc.gov/authorities/subjects/sh85015159,http://id.loc.gov/authorities/subjects/sh85145756,http://id.loc.gov/authorities/subjects/sh85114236,,,,PH037_b231_SH00003_print_copy2 (recto),open,
