id,model,children,archival_object_id,date_1,has_finding_aid_1,identifier_1,institution_1,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,local_collection_id_1,location_1,location_2,location_3,photographer_1,photographer_2,repository_1,rights_statement_1,license,subject_10,subject_11,subject_12,subject_13,subject_1,subject_2,subject_3,subject_4,subject_5,subject_6,subject_7,subject_8,subject_9,title_1,visibility,
df7378700,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b168_67667,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/5746545/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh98007384,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85101264,,,,,,,PH037_b168_67667,open,
df71ft745,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b023_B00420,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/5746545/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85001086,http://id.loc.gov/authorities/subjects/sh85114555,http://id.loc.gov/authorities/subjects/sh85041783,http://id.loc.gov/authorities/subjects/sh85128633,http://id.loc.gov/authorities/subjects/sh85122412,http://id.loc.gov/authorities/subjects/sh85128615,http://id.loc.gov/authorities/subjects/sh94001263,,PH037_b023_B00420 Angelus Studio Photographs,open,
df72cj642,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b121_Z01403,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/5746545/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,http://id.loc.gov/authorities/subjects/sh85048972,,,,http://id.loc.gov/authorities/subjects/sh85083510,http://id.loc.gov/authorities/subjects/sh85121561,http://id.loc.gov/authorities/subjects/sh2003004821,http://id.loc.gov/authorities/subjects/sh85082013,http://id.loc.gov/authorities/subjects/sh85095430,http://id.loc.gov/authorities/subjects/sh85121560,http://id.loc.gov/authorities/subjects/sh85121557,http://id.loc.gov/authorities/subjects/sh2003012083,http://id.loc.gov/authorities/subjects/sh85121559,PH037_b121_Z01403 Angelus Studio Photographs,open,
k3569764p,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b220_19361_print_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017769,,,,,,,,,PH037_b220_19361_print (verso),open,
ws85bb38q,Image,,,8/1/1905,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b239_095r_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/5746545/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85034333,http://id.loc.gov/authorities/subjects/sh85121770,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85046465,,,,,,PH037_b239_095r (verso),open,
df71g765v,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b047_23988,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/5746545/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85134578,http://id.loc.gov/authorities/subjects/sh85017769,,,,,,,,"Pantages Vaudeville Theater, Broadway and Alder, Portland. Three men standing on corner in front of box office.",open,
df738s708,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b202_46151,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/5746497/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85058838,http://id.loc.gov/authorities/subjects/sh85039802,http://id.loc.gov/authorities/names/no95041756,http://id.loc.gov/authorities/subjects/sh85039490,,,,,,PH037_b202_46151,open,
n870zt22r,Image,n870zt231,254064,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b213_63644_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/5746545/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85048972,http://id.loc.gov/authorities/subjects/sh85015159,http://id.loc.gov/authorities/subjects/sh99002301,http://id.loc.gov/authorities/subjects/sh85083510,http://id.loc.gov/authorities/subjects/sh85081274,http://id.loc.gov/authorities/subjects/sh85145756,,,,Harbor Patrol Boat 'F.W. Mulkey' and crew, Municipal terminal no. 2 in background. (recto),open
n870zx23n,Image,,247898,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b226_B00253_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/11902919/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85031450,http://id.loc.gov/authorities/subjects/sh85017693,http://id.loc.gov/authorities/subjects/sh85031345,http://id.loc.gov/authorities/subjects/sh91000863,http://id.loc.gov/authorities/subjects/sh85046104,http://id.loc.gov/authorities/subjects/sh99005337,,,,PH037_b226_B00253_print (recto),open,
ws859k665,Image,ws859k65w,255543,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b224_42048_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/5746545/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85097963,http://id.loc.gov/authorities/subjects/sh85036583,http://id.loc.gov/authorities/subjects/sh85138148,http://id.loc.gov/authorities/names/n50057798,,,,,,"Merchants Parcel Delivery Company delivery truck, 444 Stark St (recto)",open,
df720k75w,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PHO37_b116_Z00219,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85075072,http://id.loc.gov/authorities/subjects/sh85128633,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85041783,http://id.loc.gov/authorities/subjects/sh85010201,http://id.loc.gov/authorities/subjects/sh85075063,,,,PHO37_b116_Z00219 Angelus Studio Photographs,open,
df7350433,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b152_03763,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/5746545/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85028742,http://id.loc.gov/authorities/subjects/sh85114250,http://id.loc.gov/authorities/subjects/sh85016829,,,,,,,PH037_b152_03763 Angelus Studio Photographs,open,
ws85bb632,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b239_106r_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85105182,http://id.loc.gov/authorities/subjects/sh85062160,http://id.loc.gov/authorities/subjects/sh85121366,http://id.loc.gov/authorities/subjects/sh85048533,http://id.loc.gov/authorities/subjects/sh85083510,http://id.loc.gov/authorities/names/n80036704,,,,PH037_b239_106r (verso),open,
ws859j28j,Image,ws859j278,254297,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b224_SH00399_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85145303,http://id.loc.gov/authorities/subjects/sh85038703,http://id.loc.gov/authorities/subjects/sh85012437,http://id.loc.gov/authorities/subjects/sh85121591,http://id.loc.gov/authorities/subjects/sh85058838,,,,,USS Oregon' Battleship (recto),open,
ws859h62n,Image,ws859h514,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b224_02362_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85012606,http://id.loc.gov/authorities/subjects/sh85034333,http://id.loc.gov/authorities/subjects/sh85096464,,,,,,,PH037_b224_02362 (recto),open,
ws859v72z,Image,ws859v737,255095,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b233_T00158_print_copy3,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85034288,http://id.loc.gov/authorities/subjects/sh85090254,http://id.loc.gov/authorities/subjects/sh85137241,http://id.loc.gov/authorities/subjects/sh85050707,http://id.loc.gov/authorities/subjects/sh85078096,http://id.loc.gov/authorities/subjects/sh85117794,http://id.loc.gov/authorities/subjects/sh85078097,,,PH037_b233_T00158_print_copy3 (recto),open,
df738s31k,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b202_45578,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85050707,http://id.loc.gov/authorities/subjects/sh85038523,http://id.loc.gov/authorities/subjects/sh85077419,http://id.loc.gov/authorities/subjects/sh00005850,,,,,,PH037_b202_45578,open,
ws859q71v,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b231_Z00310_print_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85048486,http://id.loc.gov/authorities/subjects/sh99004834,http://id.loc.gov/authorities/subjects/sh85016829,http://id.loc.gov/authorities/subjects/sh85114250,http://id.loc.gov/authorities/subjects/sh85048556,,,,,PH037_b231_Z00310_print (verso),open,
ws859k487,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b224_36222_print_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/5746545/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85010201,http://id.loc.gov/authorities/subjects/sh95005321,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85026130,http://id.loc.gov/authorities/subjects/sh85128633,,,,,Washington St. looking east from 10th St (verso),open,
df71zs28f,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b060_04293,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/5746545/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85048470,http://id.loc.gov/authorities/names/no97021243,http://id.loc.gov/authorities/subjects/sh85048481,http://id.loc.gov/authorities/subjects/sh00005750,http://id.loc.gov/authorities/subjects/sh85017769,,,,,PH037_b060_04293 Angelus Studio Photographs,open,
j3860n24x,Image,j3860n23n,250503,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b216_00847_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85046354,http://id.loc.gov/authorities/subjects/sh85079362,,,,,,,,A. H. Averill Machinery Co. (recto),open,
df71fp201,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b004_AG00133,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85127207,http://id.loc.gov/authorities/subjects/sh85146366,http://id.loc.gov/authorities/subjects/sh85020461,http://id.loc.gov/authorities/subjects/sh85062160,http://id.loc.gov/authorities/subjects/sh85083510,http://id.loc.gov/authorities/subjects/sh85047218,,,,PH037_b004_AG00133 Angelus Studio Photographs,open,
ws85b431j,Image,ws85b4465,252946,1910,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b235_S00358_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/5735940/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85061891,http://id.loc.gov/authorities/subjects/sh85087823,http://id.loc.gov/authorities/subjects/sh85074392,http://id.loc.gov/authorities/subjects/sh85050707,,,,,,PH037_b235_S00358_print (recto),open,
ws85bb83j,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b239_115r_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85083510,http://id.loc.gov/authorities/subjects/sh85040193,http://id.loc.gov/authorities/subjects/sh85010201,http://id.loc.gov/authorities/subjects/sh85023418,http://id.loc.gov/authorities/subjects/sh85147274,http://id.loc.gov/authorities/subjects/sh85105203,http://id.loc.gov/authorities/subjects/sh85017769,,,PH037_b239_115r (verso),open,
k3569827r,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b220_25707_print_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85048969,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85136289,,,,,,,PH037_b220_25707_print (verso),open,
ws859s212,Image,ws859s22b,252930,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b232_12944_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,http://archiveswest.orbiscascade.org/ark:/80444/xv89541,https://sws.geonames.org/5720506/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh87002620,http://id.loc.gov/authorities/subjects/sh85147274,http://id.loc.gov/authorities/subjects/sh85012606,http://id.loc.gov/authorities/subjects/sh85093871,http://id.loc.gov/authorities/subjects/sh87002619,http://id.loc.gov/authorities/subjects/sh85117166,http://id.loc.gov/authorities/subjects/sh85114749,http://id.loc.gov/authorities/subjects/sh85021504,,"Cave, Coos Head. (recto)",open,
df734w39q,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b147_R00102,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85110904,http://id.loc.gov/authorities/subjects/sh85111156,http://id.loc.gov/authorities/subjects/sh85110906,,,,,,,"S. P. Red Electric wreck between Bertha Station and Portland, OR.",open,
ws859t45v,Image,,254345,1913/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b232_SH00005_print_copy3,http://id.loc.gov/authorities/names/n80126183,,,,,,,http://archiveswest.orbiscascade.org/ark:/80444/xv89541,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85145756,http://id.loc.gov/authorities/subjects/sh85127732,http://id.loc.gov/authorities/subjects/sh85127208,http://id.loc.gov/authorities/subjects/sh85048969,,,,,,PH037_b232_SH00005_print_copy3 (recto),open,
ws85b956f,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b239_057r_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85107145,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh2003000203,http://id.loc.gov/authorities/subjects/sh85097741,,,,,,PH037_b239_057r (verso),open,
df72cr65k,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b141_MF00584,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85135386,http://id.loc.gov/authorities/subjects/sh85065835,http://id.loc.gov/authorities/subjects/sh00006584,http://id.loc.gov/authorities/names/n78021819,http://id.loc.gov/authorities/subjects/sh85065869,http://id.loc.gov/authorities/subjects/sh85123681,,,,PH037_b141_MF00584 Angelus Studio Photographs,open,
df72cp63m,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b137_32953,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85108808,http://id.loc.gov/authorities/subjects/sh85087089,,,,,,,,PH037_b137_32953 Angelus Studio Photographs,open,
df71fq93r,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b011_BR00106,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/5733027/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85016818,http://id.loc.gov/authorities/subjects/sh85114250,http://id.loc.gov/authorities/subjects/sh85016829,,,,,,,PH037_b011_BR00106 Angelus Studio Photographs,open,
ws859m39g,Image,,252898,3/23/1905,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b225_Z01541_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85134087,http://id.loc.gov/authorities/subjects/sh85068496,http://id.loc.gov/authorities/subjects/sh85017769,,,,,,,Government Island and Trail from Terraces [Z01541] ((recto),open,
ws85b2446,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b234_S00207_print_copy1_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85087823,http://id.loc.gov/authorities/subjects/sh85055066,http://id.loc.gov/authorities/subjects/sh85061891,http://id.loc.gov/authorities/subjects/sh85123771,http://id.loc.gov/authorities/subjects/sh85087822,,,,,PH037_b234_S00207_print_copy1 (verso),open,
ws859h54z,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b224_61821_print_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh88004738,http://id.loc.gov/authorities/subjects/sh85122412,http://id.loc.gov/authorities/subjects/sh85134522,http://id.loc.gov/authorities/subjects/sh85017769,,,,,,PH037_b224_61821 (verso),open,
ws859g39n,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b223_BR00048_print_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85114487,http://id.loc.gov/authorities/subjects/sh85033620,http://id.loc.gov/authorities/subjects/sh85114250,http://id.loc.gov/authorities/subjects/sh85016829,,,,,,PH037_b223_BR00048_print (verso),open,
ws85bc46m,Image,ws85bc45b,,1878,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b239_028r,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/5729974/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh2017003558,http://id.loc.gov/authorities/subjects/sh2008100814,http://id.loc.gov/authorities/subjects/sh85020515,,,,,,,PH037_b239_028r (recto),open,
k35698060,Image,k3569805q,247736,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b220_25479_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85062487,,,,,,,,,Hotel Monticello. (recto),open,
ws859t01s,Image,ws859t03b,245355,1930/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b232_AM00137_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,http://archiveswest.orbiscascade.org/ark:/80444/xv89541,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85055804,http://id.loc.gov/authorities/subjects/sh85075925,http://id.loc.gov/authorities/subjects/sh85055814,http://id.loc.gov/authorities/subjects/sh85055818,http://id.loc.gov/authorities/subjects/sh85111945,http://id.loc.gov/authorities/subjects/sh85147274,http://id.loc.gov/authorities/subjects/sh85012328,http://id.loc.gov/authorities/subjects/sh85137241,,PH037_b232_AM00137_print (recto),open,
ws859g683,Image,ws859g58v,245810,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b223_05656_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85114250,http://id.loc.gov/authorities/subjects/sh85114487,http://id.loc.gov/authorities/subjects/sh85016829,http://id.loc.gov/authorities/subjects/sh85016862,,,,,,PH037_b223_05656 (recto),open,
df737m55z,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b177_B00350,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/5744253/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85046823,http://id.loc.gov/authorities/subjects/sh85128595,http://id.loc.gov/authorities/subjects/sh2010119300,,,,,,PH037_b177_B00350,open,
df734v387,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b145_T24538,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85078814,http://id.loc.gov/authorities/subjects/sh85121591,http://id.loc.gov/authorities/subjects/sh85078084,,,,,,,PH037_b145_T24538 Angelus Studio Photographs,open,
k3569686h,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b220_06614_print_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85083492,http://id.loc.gov/authorities/subjects/sh85017769,,,,,,,,Champoeg Pioneer Memorial Building (verso),open,
df737d77r,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b164_76655_copy1,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85121591,http://id.loc.gov/authorities/subjects/sh85114250,,,,,,,,PH037_b164_76655_copy1,open,
