id,model,children,archival_object_id,date_1,has_finding_aid_1,identifier_1,institution_1,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,local_collection_id_1,location_1,location_2,location_3,photographer_1,photographer_2,repository_1,rights_statement_1,license,subject_10,subject_11,subject_12,subject_13,subject_1,subject_2,subject_3,subject_4,subject_5,subject_6,subject_7,subject_8,subject_9,title_1,visibility,
ws85b550z,Image,ws85b5428,245379,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b236_06968_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85049144,http://id.loc.gov/authorities/subjects/sh85083510,http://id.loc.gov/authorities/subjects/sh85097741,http://id.loc.gov/authorities/subjects/sh85147274,,,,,,PH037_b236_06968_print (recto),open,
df673f313,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,ORU_PH037_0448,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/5744337/,,,,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85101206,http://id.loc.gov/authorities/subjects/sh85031450,http://id.loc.gov/authorities/subjects/sh85016834,http://id.loc.gov/authorities/subjects/sh85092604,,,,,,"Construction of fill for Interstate Bridge, Portland",open,
df737h47n,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b172_59372,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/11790706/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85019638,http://id.loc.gov/authorities/subjects/sh85016890,http://id.loc.gov/authorities/subjects/sh96009624,http://id.loc.gov/authorities/subjects/sh85028740,,,,,,PH037_b172_59372,open,
df720076n,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b085_S00106,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/7262586/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85149248,http://id.loc.gov/authorities/subjects/sh85114559,http://id.loc.gov/authorities/subjects/sh85137241,http://id.loc.gov/authorities/subjects/sh85090277,,,,,,PH037_b085_S00106 Angelus Studio Photographs,open,
df720k323,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PHO37_b102_09146,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/5750984/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85014310,http://id.loc.gov/authorities/subjects/sh85057898,,,,,,,,PHO37_b102_09146 Angelus Studio Photographs,open,
jm215904z,Image,jm215903p,254932,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b219_02529_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85078804,http://id.loc.gov/authorities/subjects/sh85121591,,,,,,,,PH037_b219_02529_print (recto),open,
df734v344,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b145_T21177_copy1,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85137241,http://id.loc.gov/authorities/subjects/sh85135386,http://id.loc.gov/authorities/subjects/sh85078096,http://id.loc.gov/authorities/subjects/sh85078804,http://id.loc.gov/authorities/subjects/sh85078814,,,,,Man and stump.,open,
ws859s68z,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b232_27086_print_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,http://archiveswest.orbiscascade.org/ark:/80444/xv89541,https://sws.geonames.org/5743865/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,http://id.loc.gov/authorities/subjects/sh85145789,,,,http://id.loc.gov/authorities/subjects/sh85012606,http://id.loc.gov/authorities/subjects/sh85119367,http://id.loc.gov/authorities/subjects/sh85001253,http://id.loc.gov/authorities/subjects/sh85117166,http://id.loc.gov/authorities/subjects/sh87002619,http://id.loc.gov/authorities/subjects/sh85040193,http://id.loc.gov/authorities/subjects/sh85119371,http://id.loc.gov/authorities/subjects/sh87002620,http://id.loc.gov/authorities/subjects/sh85093871,PH037_b232_27086_print (verso),open,
df71fp180,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b003_AG00130,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85074392,http://id.loc.gov/authorities/subjects/sh85027202,http://id.loc.gov/authorities/subjects/sh85102839,,,,,,,PH037_b003_AG00130 Angelus Studio Photographs,open,
df737k404,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b175_Z00689,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85105182,http://id.loc.gov/authorities/subjects/sh85065184,http://id.loc.gov/authorities/subjects/sh85147274,,,,,,,"Wife of Cochise, the Apache Terror. Chiricahua Apache.",open,
df71fp44m,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b004_AG00171,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/5731780/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85102839,http://id.loc.gov/authorities/subjects/sh2007001426,http://id.loc.gov/authorities/subjects/sh85050589,http://id.loc.gov/authorities/subjects/sh85137241,http://id.loc.gov/authorities/subjects/sh94009739,,,,,PH037_b004_AG00171 Angelus Studio Photographs,open,
bv73cb27k,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b222_H00065_print_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,,,,,,,,,,"Wilkes Monument, Tacoma, WA. (verso)",open,
kp78hk15h,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b215_12759_print_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85078804,http://id.loc.gov/authorities/subjects/sh85038703,http://id.loc.gov/authorities/subjects/sh85121591,,,,,,,"Hauling cedar logs from shore to steamer 'Frogner', Port Orford. (verso)",open,
ws859k37q,Image,ws859k36f,254285,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b224_24828_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85065835,http://id.loc.gov/authorities/subjects/sh85058838,http://id.loc.gov/authorities/subjects/sh85121591,,,,,,,PH037_b224_24828 (recto),open,
df7378590,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b167_74034,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/5760921/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85002480,http://id.loc.gov/authorities/subjects/sh85002415,http://id.loc.gov/authorities/subjects/sh90001140,,,,,,,PH037_b167_74034,open,
ws85b484k,Image,ws85b4839,251507,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b236_R00204_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/5746545/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85128633,http://id.loc.gov/authorities/subjects/sh85026130,http://id.loc.gov/authorities/subjects/sh85101264,http://id.loc.gov/authorities/subjects/sh85017769,,,,,,"Portland, OR. Grand Ave. Looking North (recto)",open,
jm215b83t,Image,jm215b82j,255015,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b219_T00155_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85078097,http://id.loc.gov/authorities/subjects/sh85096294,http://id.loc.gov/authorities/subjects/sh85100163,,,,,,,PH037_b219_T00155_print (recto),open,
df71zz13v,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b079_MF00858,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85041783,http://id.loc.gov/authorities/subjects/sh85041793,http://id.loc.gov/authorities/subjects/sh85123771,http://id.loc.gov/authorities/names/n87890238,http://id.loc.gov/authorities/subjects/sh85114487,http://id.loc.gov/authorities/subjects/sh85017769,,,,PH037_b079_MF00858 Angelus Studio Photographs,open,
df720k986,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PHO37_b117_W00042,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh2005020180,http://id.loc.gov/authorities/subjects/sh93005336,http://id.loc.gov/authorities/subjects/sh85137241,http://id.loc.gov/authorities/subjects/sh85090277,http://id.loc.gov/authorities/subjects/sh85036388,,,,,PHO37_b117_W00042 Angelus Studio Photographs,open,
df737n72t,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b179_30096,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/11839536/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85006718,http://id.loc.gov/authorities/names/n2008033894,http://id.loc.gov/authorities/subjects/sh85011609,http://id.loc.gov/authorities/names/n84181232,http://id.loc.gov/authorities/subjects/sh85017769,,,,,PH037_b179_30096,open,
df738d54m,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b190_73176,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85121591,http://id.loc.gov/authorities/subjects/sh85090355,http://id.loc.gov/authorities/subjects/sh85114250,,,,,,,PH037_b190_73176,open,
df738v11h,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b205_19072,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/11887033/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh2003000203,http://id.loc.gov/authorities/subjects/sh99005287,http://id.loc.gov/authorities/subjects/sh98001758,http://id.loc.gov/authorities/subjects/sh85104830,http://id.loc.gov/authorities/subjects/sh2012001063,http://id.loc.gov/authorities/names/n2016043787,,,,"Rialto Billiard Hall-Portland, OR., Mayor Baker introducing, Hoppe and Peterson Exhibition match",open,
jm215480r,Image,jm215754r,255528,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b218_15952_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85114487,http://id.loc.gov/authorities/subjects/sh85010201,,,,,,,,PH037_b218_15952_print (recto),open,
k3569714g,Image,k35697136,247724,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b220_07637_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85010201,,,,,,,,PH037_b220_07637_print (recto),open,
ws859s35d,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b232_19516_print_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,http://archiveswest.orbiscascade.org/ark:/80444/xv89541,https://sws.geonames.org/5740113/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh87002619,http://id.loc.gov/authorities/subjects/sh85076918,http://id.loc.gov/authorities/subjects/sh85002544,http://id.loc.gov/authorities/subjects/sh85019919,http://id.loc.gov/authorities/subjects/sh87002620,http://id.loc.gov/authorities/subjects/sh85019906,,,,"Lighthouse, Bay Ocean, Cape Mears. (verso)",open,
ws859v66t,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b233_T00144_print_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85117794,http://id.loc.gov/authorities/subjects/sh85079362,http://id.loc.gov/authorities/subjects/sh85147783,http://id.loc.gov/authorities/subjects/sh85040193,,,,,,PH037_b233_T00144_print (verso),open,
df71g942z,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b053_H00101,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85102313,http://id.loc.gov/authorities/subjects/sh85031685,http://id.loc.gov/authorities/names/no2011189313,,,,,,PH037_b053_H00101 Angelus Studio Photographs,open,
df720194s,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b090_S00242,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/11610198/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85114749,http://id.loc.gov/authorities/subjects/sh85145756,http://id.loc.gov/authorities/subjects/sh85019433,,,,,,,PH037_b090_S00242 Angelus Studio Photographs,open,
jm215431t,Image,jm215430j,252791,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b218_09988_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85019838,http://id.loc.gov/authorities/subjects/sh85114487,,,,,,,,Canyon -Wallowa Highway (recto),open,
ws85bc417,Image,ws85bc42h,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b239_026r,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85121770,http://id.loc.gov/authorities/subjects/sh2004006762,http://id.loc.gov/authorities/subjects/sh85083510,http://id.loc.gov/authorities/subjects/sh85017769,,,,,,PH037_b239_026r (recto),open,
ws859v648,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b233_T00141_print_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/5332921/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85050707,http://id.loc.gov/authorities/subjects/sh85114559,http://id.loc.gov/authorities/subjects/sh85054841,http://id.loc.gov/authorities/subjects/sh85137241,http://id.loc.gov/authorities/subjects/sh85114487,,,,,PH037_b233_T00141_print (verso),open,
ws859x65z,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b233_20782_print_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85078814,http://id.loc.gov/authorities/subjects/sh85117790,http://id.loc.gov/authorities/subjects/sh85078084,http://id.loc.gov/authorities/subjects/sh85135386,http://id.loc.gov/authorities/subjects/sh85078097,http://id.loc.gov/authorities/subjects/sh85137241,http://id.loc.gov/authorities/subjects/sh85085422,,,PH037_b233_20782_print (verso),open,
ws859g97j,Image,ws859g968,251105,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b223_OP00017_print_copy2,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/3488997/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85010201,http://id.loc.gov/authorities/subjects/sh90002491,http://id.loc.gov/authorities/subjects/sh85011321,http://id.loc.gov/authorities/names/n94024350,http://id.loc.gov/authorities/subjects/sh85034333,http://id.loc.gov/authorities/subjects/sh85062431,,,,PH037_b223_OP00017 (copy 2) (recto),open,
ws859m37x,Image,,247885,3/19/1905,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b225_Z01539_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85017740,http://id.loc.gov/authorities/subjects/sh2006009037,,,,,,,Washington Building foundation [Z01539] (recto),open,
ws85bg670,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b211_Z01176_nitrate,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/NoC-US/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85055088,,,,,,,,,PH037_b211_Z01176_nitrate,open,
ws859s191,Image,ws859s20s,248518,1912/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b232_12780_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,http://archiveswest.orbiscascade.org/ark:/80444/xv89541,https://sws.geonames.org/5843997/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh89002541,http://id.loc.gov/authorities/subjects/sh85122412,http://id.loc.gov/authorities/subjects/sh85122320,http://id.loc.gov/authorities/subjects/sh85114559,http://id.loc.gov/authorities/subjects/sh85011556,http://id.loc.gov/authorities/subjects/sh85047778,,,,"Street scene, Gold Beach. (recto)",open,
df71fq40q,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b008_AM00030,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85111063,http://id.loc.gov/authorities/subjects/sh85097741,http://id.loc.gov/authorities/subjects/sh85042589,http://id.loc.gov/authorities/subjects/sh85049144,http://id.loc.gov/authorities/subjects/sh89002541,http://id.loc.gov/authorities/subjects/sh85033238,,,,PH037_b008_AM00030 Angelus Studio Photographs,open,
df738s270,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b202_45567,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/names/no2012149924,http://id.loc.gov/authorities/subjects/sh2005006714,http://id.loc.gov/authorities/subjects/sh85050707,http://id.loc.gov/authorities/subjects/sh85061404,http://id.loc.gov/authorities/subjects/sh85136466,,,,,PH037_b202_45567,open,
df71g960w,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b054_H00026,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/5792461/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85119352,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85144807,http://id.loc.gov/authorities/subjects/sh85076839,http://id.loc.gov/authorities/names/n80125851,,,,,Oregon,open,
ws859k02m,Image,ws859k03w,254315,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b224_Z01591_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85087168,http://id.loc.gov/authorities/subjects/sh85038703,http://id.loc.gov/authorities/subjects/sh85121591,http://id.loc.gov/authorities/subjects/sh85078804,http://id.loc.gov/authorities/subjects/sh85082013,,,,,PH037_b224_Z01591 (recto),open,
df738t62s,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b204_29618,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/5746545/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85046823,http://id.loc.gov/authorities/names/no97060137,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh93000645,,,,,,PH037_b204_29618,open,
ws859k43v,Image,ws859k419,248486,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b224_28945_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,https://sws.geonames.org/5746545/,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85028921,http://id.loc.gov/authorities/subjects/sh85017769,http://id.loc.gov/authorities/subjects/sh85040193,http://id.loc.gov/authorities/subjects/sh85026130,,,,,,Portland (recto),open,
jm215c33t,Image,jm215c91q,255040,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b219_Z00252_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85078097,http://id.loc.gov/authorities/subjects/sh85083510,http://id.loc.gov/authorities/subjects/sh85017769,,,,,,,PH037_b219_Z00252_print (recto),open,
df738q579,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b210_60462_nitrate,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/names/n79132160,http://id.loc.gov/authorities/subjects/sh85010367,http://id.loc.gov/authorities/subjects/sh85100430,,,,,,,PH037_b210_60462_nitrate,open,
ws859k67f,Image,,,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b224_42264_print_v,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85065835,http://id.loc.gov/authorities/subjects/sh85056231,http://id.loc.gov/authorities/subjects/sh85017769,,,,,,,PH037_b224_42264 (verso),open,
j3860q31r,Image,j3860q30g,244863,1880/1949,https://scua.uoregon.edu/repositories/2/resources/2643,PH037_b216_Z01555_print,http://id.loc.gov/authorities/names/n80126183,,,,,,,PH037,,,,http://opaquenamespace.org/ns/creator/AngelusStudio,,http://id.loc.gov/authorities/names/no2003116678,http://rightsstatements.org/vocab/InC/1.0/,,,,,,http://id.loc.gov/authorities/subjects/sh85046354,,,,,,,,,Clackamas County exhibit. (recto),open,
